"country_name","country_code","year","time_code","consumer_price","inflation","inflation_deflator","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD","net_nat_income_NY.ADJ.NNTY.CD","household_expenditure_GDP","household_expenditure_per_capita","household_expenditure_ppp","gdp_percapita_NY.GDP.PCAP.PP.CD","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG","gdp_deflator_NY.GDP.DEFL.ZS","life_expectancy_SP.DYN.LE00.IN","health_expenditure_SH.XPD.CHEX.PP.CD","health_expenditure_per_cap","volatility_variable","cost_variable","is_g7","is_oecd","is_global_north","is_global_south"
"Brazil","BRA",0.462137889132052,"YR2018",0.646173965125117,0.00375559986393135,0.0773544691789337,-0.96748442730222,-0.235216965533314,1.12987809132863,-0.0166803358912826,-0.137935538952384,-1.21602564202422,-0.139167615489304,0.718099916878726,-0.586595494238816,0.366872221843535,-0.752466252372014,-0.477472609837079,-0.560057371999136,FALSE,FALSE,FALSE,TRUE
"Brazil","BRA",0.693206833698078,"YR2019",0.753993193597989,0.0154145985845953,0.0435765505989783,-0.97713951840949,-0.242596180992469,1.19122930690336,0.0467034617366385,-0.097881011684256,-1.18393523429641,-0.288693233767786,0.810654206333289,-0.540116712300583,0.412439563799207,-0.730492979432224,-0.423569037546248,-0.579390234656169,FALSE,FALSE,FALSE,TRUE
"Brazil","BRA",0.924275778264104,"YR2020",0.850221315059054,-0.0737844123942331,0.325595907077276,-1.06161131947043,-0.32958181540142,0.958820800129828,-1.67104195738775,-0.100251647219297,-1.18225259083452,-1.53563634278819,0.958458440265478,-0.809856018832948,0.585243152587803,-0.705156376217177,-0.429944488425257,-0.698111075722085,FALSE,FALSE,FALSE,TRUE
"Brazil","BRA",1.15534472283013,"YR2021",1.10693675117919,0.79729422710037,1.15033532702831,-1.03785797399869,-0.302921195328654,0.752446346179877,0.191068973179022,-0.0350681995653209,-1.0777322766164,0.775816870409036,1.27568677466777,-1.0653878374366,0.496498927851261,-0.668596815541983,-0.378422190472068,-0.870518965773187,FALSE,FALSE,FALSE,TRUE
"Brazil","BRA",1.38641366739616,"YR2022",1.41773252660805,0.96474448899963,0.58874176019155,-0.748797202342677,-0.55668544436255,0.949536516343895,0.495978934561098,0.0613223029211861,-0.982368485692661,0.301923123250909,1.51124999579476,-0.928387060981107,-0.518044455013881,-0.743061888891871,-0.46936676152972,-0.881471205980012,FALSE,FALSE,FALSE,TRUE
"Brazil","BRA",1.61748261196218,"YR2023",1.58585003082335,0.162694473195428,0.0981098279974077,-0.748797202342677,-0.55668544436255,0.980269979243087,0.238396454389212,0.123032758228836,-0.917222038877884,0.260965701499164,1.65028224922789,-1.2558402052132,-0.518044455013881,-0.743061888891871,-0.53488706171896,-0.729235768617499,FALSE,FALSE,FALSE,TRUE
"Canada","CAN",-1.61748261196218,"YR2009",-0.483550706338658,-0.57219253937274,-0.777952818046546,0.546717803773079,-0.332759795558412,0.311453534333889,-0.680662613653349,-0.525856226364991,0.0229305484391763,-1.58796447944863,-0.311830720838327,0.622481529871952,0.731282691931519,0.344295245531408,-0.63417035137338,-0.343664976814183,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",-1.38641366739616,"YR2010",-0.452303235766455,-0.319351068387962,-0.12898138391031,0.878196897249814,-0.271915196889923,0.24468850438666,0.171641414773782,-0.513977761562088,0.088276510828582,0.104932025638728,-0.278755536091129,0.67446014424531,0.735499153579466,0.399724201742831,-0.621013212127114,-0.471474881885661,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",-1.15534472283013,"YR2011",-0.400181430344778,-0.125063275738022,-0.0793300413744519,1.10762921868349,-0.228140171396816,0.11737617746188,-0.110307472229657,-0.501665748613164,0.171326957508719,0.157273489139243,-0.240011454267083,0.707033409252616,0.645240031968692,0.415985673853158,-0.646499467347151,-0.514622985477236,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",-0.924275778264104,"YR2012",-0.372263608276178,-0.364051412806963,-0.333472954388247,1.13130023176227,-0.219260972978215,0.131037458450721,-0.229031588329007,-0.493794386803925,0.204425464941198,-0.261514305189109,-0.22498917604897,0.743764963409787,0.684862711149627,0.464463105189605,-0.586147912965604,-0.372472083388208,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",-0.693206833698078,"YR2013",-0.35471892193031,-0.462864694045482,-0.267956361265698,1.13305261830269,-0.214276939875752,0.124129286573196,-0.0450253204950389,-0.487565996424869,0.310798661771957,-0.0929065779124451,-0.20326599741098,0.760249609682479,0.655051166396441,0.531625716543241,-0.64461559846463,-0.320994446265668,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",-0.462137889132052,"YR2014",-0.318733105410678,-0.297143333159694,-0.24281052101611,1.04881588201117,-0.224927870664972,0.105008207848,-0.0441578997483658,-0.477538385902594,0.387943535554172,0.0757213482512948,-0.1786195161701,0.768269167328656,0.608158434982586,0.56488083018538,-0.527971627013142,-0.244365561122268,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",-0.231068944566026,"YR2015",-0.29709039013732,-0.430870362334048,-0.595152749135957,0.685203832090875,-0.287462369677249,0.338881816579044,-0.0466221365011367,-0.474501457369127,0.330231747994866,-0.480148300053988,-0.189849518218509,0.774605607937979,0.754543612725816,0.603206357180156,-0.63871704418782,-0.111419256062,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",0,"YR2016",-0.269300631472685,-0.378926583715682,-0.396376803606127,0.624315231268922,-0.294371500483399,0.417357488421475,-0.190607194990676,-0.458102598103346,0.425670087569442,-0.476158735202409,-0.180650194147531,0.796783150070614,0.843775100512902,0.736977772346316,-0.535663577940601,-0.0574166699804179,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",0.231068944566026,"YR2017",-0.237797034092507,-0.350153922163318,-0.163806431812196,0.775012811407646,-0.262031356450454,0.358318070527131,0.173243850747465,-0.443945259334405,0.523447875894236,0.0646806459380081,-0.147425786839754,0.778120352338463,0.805549785569828,0.794029818691504,-0.639455855068897,-0.161114063598981,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",0.462137889132052,"YR2018",-0.192334525678038,-0.235261246412763,-0.279198258904548,0.828705417653864,-0.246182096205258,0.347941592725226,-0.135571608759449,-0.428336166858901,0.611614440170904,-0.0851568492359073,-0.125540335570682,0.780348007240179,0.805280178367263,0.869519505061136,-0.555861896523373,-0.136895106347678,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",0.693206833698078,"YR2019",-0.1523787436349,-0.289847147001325,-0.292375412041901,0.82622524954965,-0.24055521758202,0.33255874114,-0.396808402581067,-0.423834589627214,0.638954405081053,-0.326486786586759,-0.104708915944581,0.857474370281791,0.836761591567057,0.886051422507235,-0.624678654598463,0.0117692534502638,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",0.924275778264104,"YR2020",-0.137395325368715,-0.500736416324751,-0.351992095526163,0.661264590257031,-0.267800085488113,0.224402316951654,-2.19605225177632,-0.436075565606401,0.537917830480774,-2.16695014744556,-0.0900579873163418,0.743121418660403,1.4533614679593,1.1581950437189,-0.636579496457286,0.222778137329132,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",1.15534472283013,"YR2021",-0.0659359459453988,-0.0423932283443335,0.475166295184443,1.0708400186436,-0.186167709259643,-0.0784162832940946,0.682058655077776,-0.403094729972618,0.918654325658607,0.885656873221788,0.0159364093422215,0.728220882540037,1.24003874394502,1.3095542769555,-0.580172800317459,0.188692125588872,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",1.38641366739616,"YR2022",0.0821053490606165,0.540781164624617,0.47378074800734,-0.748797202342677,-0.55668544436255,-0.128207739234647,0.355736937542195,-0.358727634636593,1.2500898781824,0.106129274098038,0.129890682454962,0.669064269038935,0.881140524985077,1.26586947822659,-0.321186962389219,0.076336228755059,TRUE,TRUE,TRUE,FALSE
"Canada","CAN",1.61748261196218,"YR2023",0.17226198546566,0.0404052273390673,-0.293800491058141,-0.748797202342677,-0.55668544436255,0.0315238289168532,-0.721832964770553,-0.334716637213264,1.22941059165546,-0.923673420696034,0.154489156950114,-1.2558402052132,-0.518044455013881,-0.743061888891871,-0.536082049238375,0.385722083103741,TRUE,TRUE,TRUE,FALSE
"China","CHN",-1.61748261196218,"YR2009",-0.507386572177614,-0.748060392968627,-0.512598422152947,-1.19707473256703,0.535782986660018,-2.27352350860202,1.87979622375957,0.342237868394685,-1.59500886429542,2.06231870912823,-0.528475396460543,-0.539101891734244,-1.18971041383038,-1.17748777369655,-0.0757977449994285,0.384761269740022,FALSE,FALSE,FALSE,TRUE
"China","CHN",-1.38641366739616,"YR2010",-0.452303235766455,-0.0800212773756753,0.376885902237551,-1.17113256340669,0.717616905832955,-2.38983601234605,2.27369815178837,0.485524022243567,-1.54469612261461,2.41580352627303,-0.463484675786136,-0.487143078737792,-1.22589294077141,-1.16671155302188,0.489802122010993,-0.0544446957237333,FALSE,FALSE,FALSE,TRUE
"China","CHN",-1.15534472283013,"YR2011",-0.352898767857326,0.327045368970356,0.52669944311394,-1.13354717940989,0.981618668155973,-2.32080215097532,3.09279319272271,0.703323354880323,-1.48979963207863,2.09006383632756,-0.381965985892234,-0.425441988304504,-1.19179209231459,-1.14484559736422,0.222319861996739,-0.12097111533186,FALSE,FALSE,FALSE,TRUE
"China","CHN",-0.924275778264104,"YR2012",-0.303410226998128,-0.175140369481579,-0.193886581409698,-1.09641731969421,1.24786232744849,-2.26663984407886,1.64112972515415,0.901355787750233,-1.43997560928627,1.57430478810462,-0.356533509328149,-0.36678535957023,-1.12389990034309,-1.11825827632404,0.933313069250139,0.0296356726245977,FALSE,FALSE,FALSE,TRUE
"China","CHN",-0.693206833698078,"YR2013",-0.25259574309142,-0.1748792643468,-0.214941380830349,-1.06907489373539,1.44970205071542,-2.21474467136672,1.56146327214413,1.02130456640656,-1.39879898606522,1.55055089897139,-0.332381971232867,-0.314014690120706,-1.07854020252285,-1.09740020178326,0.671735303691987,0.302429421202091,FALSE,FALSE,FALSE,TRUE
"China","CHN",-0.462137889132052,"YR2014",-0.214364267315796,-0.294575270123702,-0.35697790723127,-1.03916422951217,1.67120000945859,-2.11309536006647,1.6512231525884,1.17984795534957,-1.36233162432286,1.46551002126251,-0.320622313322005,-0.260229200104847,-1.05936906630359,-1.08310919087137,1.73544176901009,1.0840545285641,FALSE,FALSE,FALSE,TRUE
"China","CHN",-0.231068944566026,"YR2015",-0.185224972437377,-0.37751224667285,-0.486683860920676,-1.02406341489475,1.79049990751505,-1.98932847097961,1.54502952383932,1.34734349870771,-1.33579344302744,1.37195013307175,-0.320656238000623,-0.207458530655323,-1.01056617012665,-1.06694975122827,1.71996957602992,2.06546429813199,FALSE,FALSE,FALSE,TRUE
"China","CHN",0,"YR2016",-0.144087087014131,-0.281164790098981,-0.309777044163422,-1.02023352442398,1.83154808986936,-1.88451719276409,1.60394326747738,1.55040113152997,-1.2997713166477,1.32020645539464,-0.304439920945893,-0.158544179357882,-0.998005442092633,-1.05460455568618,1.36461476730695,1.8506560187188,FALSE,FALSE,FALSE,TRUE
"China","CHN",0.231068944566026,"YR2017",-0.110662611272334,-0.350795372759736,0.044633145187962,-0.98643075149322,2.08609397004467,-1.89988319023545,1.74040669990538,1.7972195551251,-1.25379618683447,1.33825020434,-0.254981939088278,-0.15245525595986,-0.971723722875794,-1.03554803264892,0.949880046791183,1.36534476864096,FALSE,FALSE,FALSE,TRUE
"China","CHN",0.462137889132052,"YR2018",-0.0664393925683052,-0.268365552677843,-0.0473061508293558,-0.947243749079924,2.37782263847425,-1.90230781679078,1.48237925857681,2.02283348220503,-1.18726686430959,1.32402940711283,-0.212357233376859,-0.0517850557792333,-0.940689522833286,-1.00425535820467,0.773488625126857,0.594766470960802,FALSE,FALSE,FALSE,TRUE
