"summary(model_cost)$coefficients[, 4]"
0.999999999999999
0.147249690934274
0.862448603250867
0.00722147621114393
0.0449180412694495
0.0306433508434525
0.011871205278097
0.836838647274837
0.427031445731189
0.0158560513411597
0.693225148187203
0.00168183337987206
0.750251796616469
0.337552805779747
0.491079432061076
0.0471575478822619
0.0596707936106407
0.0355551950121853
